device_id,usage_count,unique_users
02198D,29,29
04381D,29,29
34539D,29,29
CH765,29,29
粤B35323D,29,29
粤B35321D,29,29
36547D,29,29
CM108,29,29
粤B39726D,29,29
31105D,29,27
35277D,29,29
粤B38417D,29,29
36733D,29,29
N6745,29,29
04500D,29,29
38231D,29,29
粤BBB772,29,29
04026D,29,29
粤B05183D,29,28
粤B02856D,29,29
32292D,29,29
06417D,29,29
03049D,29,29
粤BW3055,29,29
01676D,29,29
08611D,29,29
粤BBA227,29,29
粤B08577D,29,29
31970D,29,29
01295D,29,29
粤B07797D,29,29
03842D,29,29
粤B39895D,29,29
08411D,29,29
08358D,29,29
01759D,29,29
08162D,29,29
00521D,29,29
粤B31851D,29,29
46862D,29,29
31147D,29,29
03726D,29,29
U0469,29,28
33608D,29,29
粤B39868D,29,29
粤B45161D,29,28
粤B09649D,29,29
粤B01510D,29,29
03245D,29,29
粤B36516D,29,29
T9707,29,29
粤B08033D,29,29
33562D,29,29
07286D,29,28
U0483,29,29
粤B39848D,29,29
06029D,29,29
00921D,29,29
04976D,29,29
04812D,29,24
粤B35622D,29,29
06247D,29,29
46806D,29,29
02717D,29,29
粤B06225D,29,29
T9775,29,28
粤B06811D,29,29
粤B45646D,29,29
31812D,29,29
44036D,29,29
02275D,29,29
DP410,29,29
04419D,29,29
07756D,29,29
05276D,29,29
03928D,29,29
45810D,29,29
06413D,29,29
02163D,29,29
02195D,29,29
粤B31906D,29,29
粤B33843D,29,29
粤B03699D,29,29
03175D,29,29
00357D,29,22
32661D,29,29
粤B00417D,29,29
07376D,29,29
02111D,29,29
38243D,29,29
粤B05635D,29,29
03105D,29,29
CC316,29,29
08415D,29,29
03761D,29,29
04826D,29,29
粤B02397D,29,29
05416D,29,29
BW927,29,29
粤B39191D,29,29
粤B31791D,29,29
03312D,29,29
31979D,29,29
08287D,29,29
粤B37002D,29,29
粤BU2136,29,29
36540D,29,29
08768D,29,29
07752D,29,29
08248D,29,29
DN7102,29,29
08708D,29,29
09406D,29,29
CM006,29,29
02867D,29,29
粤B02259D,29,29
粤BW2453,29,29
03862D,29,29
46932D,29,29
粤B41215D,29,29
CK200,29,29
粤B07555D,29,29
07078D,29,29
CM001,29,29
粤B45606D,29,29
37781D,29,29
粤BBE467,29,29
03886D,29,29
07393D,29,29
09497D,29,29
BW903,29,29
粤B06139D,29,29
04079D,29,29
45813D,29,29
37195D,29,29
粤B30390D,29,29
07638D,29,29
粤B34313D,29,29
N6739,29,29
09858D,29,29
43091D,29,29
04197D,29,29
33581D,29,29
粤B04690D,29,29
粤BBA259,29,28
46299D,29,29
粤B02253D,29,29
粤B32200D,29,29
34073D,29,29
00320D,29,29
粤B05375D,29,29
01732D,29,29
09259D,29,29
粤BBA343,29,29
03511D,29,29
04629D,29,29
04949D,29,29
粤B07151D,29,29
04853D,29,29
出AGM24-25,29,29
09318D,29,29
05649D,29,29
U0253,29,29
U0462,29,29
03700D,29,29
47485D,29,29
粤B34822D,29,29
41139D,29,29
07977D,29,29
粤B06652D,29,29
粤B03168D,29,29
04803D,29,29
04551D,29,29
07516D,29,29
30372D,28,27
47768D,28,28
00500D,28,28
粤B04638D,28,27
U0411,28,27
粤B41949D,28,28
粤B09630D,28,28
粤B09176D,28,28
49533D,28,28
08618D,28,28
07910D,28,28
粤B06869D,28,28
粤B34699D,28,28
07906D,28,28
05356D,28,28
粤B02063D,28,28
39376D,28,28
08209D,28,28
35681D,28,28
粤B02010D,28,28
06758D,28,28
31867D,28,28
06321D,28,28
粤B03908D,28,27
04245D,28,28
06465D,28,28
粤B05112D,28,28
41252D,28,28
粤BN5481,28,28
粤B34526D,28,28
01630D,28,28
08545D,28,28
粤B08743D,28,28
粤B39113D,28,28
05001D,28,28
08231D,28,28
07670D,28,28
粤B09902D,28,28
06196D,28,28
04362D,28,28
37681D,28,28
AGT-134,28,28
45889D,28,28
02789D,28,28
01751D,28,28
粤B44067D,28,28
07979D,28,28
粤BAB597,28,28
DT9147,28,28
粤B07593D,28,28
01871D,28,28
01450D,28,28
06540D,28,28
41247D,28,28
00887D,28,28
粤B02633D,28,28
33615D,28,28
CA737,28,28
31172D,28,28
07306D,28,28
粤B42631D,28,28
BW648,28,28
44089D,28,28
47796D,28,28
03051D,28,28
02131D,28,28
09538D,28,28
04961D,28,28
DL607,28,28
09825D,28,28
08121D,28,28
粤B01573D,28,28
46849D,28,28
08312D,28,28
49799D,28,28
02247D,28,28
粤B36335D,28,28
DN5242,28,28
CB315,28,28
U0452,28,28
39942D,28,28
08952D,28,28
01657D,28,28
49000D,28,27
46863D,28,28
01016D,28,28
04965D,28,28
02683D,28,28
02088D,28,28
31747D,28,28
45915D,28,28
04735D,28,28
粤B09288D,28,28
粤B06279D,28,28
34049D,28,28
03425D,28,28
02212D,28,28
35917D,28,28
06532D,28,28
03997D,28,28
粤B06887D,28,28
47469D,28,28
47730D,28,28
粤B06888D,28,28
粤B35316D,28,28
粤B37060D,28,28
06482D,28,28
49763D,28,28
08175D,28,28
DR0247,28,28
粤B48861D,28,28
06572D,28,28
02652D,28,28
03397D,28,28
08945D,28,28
CM010,28,28
粤B48671D,28,28
32941D,28,28
06182D,28,28
粤B31307D,28,28
02591D,28,28
07338D,28,28
CM091,28,28
粤B03781D,28,28
粤B30966D,28,28
04209D,28,28
04487D,28,28
粤B01409D,28,28
粤B00468D,28,28
粤B05611D,28,28
02522D,28,28
01017D,28,28
粤B07036D,28,28
粤B03857D,28,28
04718D,28,28
49935D,28,28
07947D,28,28
03881D,28,28
07801D,28,27
粤B07111D,28,28
粤BBA017,28,28
粤B03683D,28,27
粤B33989D,28,28
粤B31595D,28,28
02280D,28,28
39769D,28,28
粤B00168D,28,28
08360D,28,28
31973D,28,28
09046D,28,28
41159D,28,28
46620D,28,28
02849D,28,28
35242D,28,28
01845D,28,28
CJ268,28,28
DT4841,28,28
00990D,28,28
粤B33911D,28,28
03177D,28,28
U0249,28,28
02642D,28,28
03848D,28,28
07925D,28,25
05478D,28,28
粤B04380D,28,28
45127D,28,28
粤B06068D,28,28
47407D,28,28
04116D,28,28
36579D,28,28
粤B00676D,28,28
45912D,28,28
粤B02482D,28,28
09112D,28,28
DT6941,28,28
DP458,28,28
48273D,28,28
粤B48853D,28,28
02543D,28,28
粤B37096D,28,28
00699D,28,28
06875D,28,28
04583D,28,28
08197D,28,28
03112D,28,28
粤B04069D,28,26
DN4570,28,28
05397D,28,28
粤B45705D,28,28
粤B02945D,28,28
06051D,28,28
05601D,28,28
34535D,28,28
02146D,28,28
03220D,28,28
05867D,28,28
粤B34656D,28,28
45236D,28,28
02831D,28,28
粤BN6710,28,28
32665D,28,28
35239D,28,28
37770D,28,28
09511D,28,28
49001D,28,28
00033D,28,28
粤B08229D,28,28
粤B34555D,28,28
T4046,28,28
CN786,28,28
01486D,28,28
粤B45688D,28,28
02148D,28,27
粤B03236D,28,28
02350D,28,28
05461D,28,28
00339D,28,28
38013D,28,27
09938D,28,28
粤B09029D,28,28
05471D,28,28
粤B31559D,28,28
DN6452,28,28
30387D,28,28
粤B05941D,28,28
粤BW3060,28,28
41203D,28,28
粤B34506D,28,28
37772D,28,28
DP446,28,28
02332D,28,28
06703D,28,28
粤B00145D,28,28
30972D,28,28
粤B39883D,28,28
粤B06577D,28,28
粤B42076D,28,28
DS4417,28,28
00345D,28,28
DP469,28,28
04040D,28,28
粤B06347D,28,28
CJ468,28,28
06722D,28,28
45038D,28,28
00745D,28,28
粤B06298D,28,28
02910D,28,28
32627D,28,28
37158D,28,28
05327D,28,28
34007D,28,28
粤B09450D,28,28
02841D,28,27
粤BBA521,28,28
07901D,28,28
45869D,28,28
粤B05735D,28,28
31961D,28,28
粤B39381D,28,28
粤B02431D,28,28
粤B00269D,28,25
粤B34863D,28,28
09442D,28,27
粤B38981D,28,28
41906D,28,28
04443D,28,28
03817D,28,28
粤B31793D,28,28
49713D,28,28
06010D,27,27
35611D,27,27
粤B02016D,27,27
04488D,27,27
CN688,27,27
粤B09690D,27,27
粤B07789D,27,27
粤B07418D,27,27
00733D,27,27
00231D,27,27
粤B03506D,27,27
粤B37629D,27,27
00246D,27,27
U0491,27,27
45847D,27,27
粤B08603D,27,27
03419D,27,27
00281D,27,27
41236D,27,27
粤B06893D,27,27
02341D,27,27
01960D,27,27
45000D,27,27
42632D,27,27
00631D,27,27
04363D,27,27
07959D,27,27
07520D,27,27
04367D,27,27
粤B07762D,27,27
34568D,27,27
38025D,27,27
32245D,27,27
06441D,27,27
BV841,27,27
N5403,27,27
06990D,27,27
粤B41971D,27,27
粤B33949D,27,27
45990D,27,27
03872D,27,27
粤B37198D,27,27
07938D,27,27
04376D,27,27
05428D,27,27
01745D,27,27
粤B34668D,27,27
DN5740,27,27
CH352,27,27
粤B37000D,27,27
01328D,27,27
粤B40511D,27,27
05512D,27,27
31719D,27,27
34038D,27,27
粤B02495D,27,27
粤B38009D,27,27
05167D,27,27
09438D,27,27
07473D,27,27
02242D,27,27
09928D,27,25
BW447,27,27
DT9450,27,27
粤B34695D,27,27
00035D,27,27
32371D,27,27
36549D,27,27
38469D,27,27
CN676,27,27
05493D,27,27
09127D,27,27
01165D,27,27
45041D,27,27
39449D,27,27
07572D,27,27
45146D,27,27
06039D,27,27
00093D,27,27
粤B48286D,27,27
粤B49167D,27,27
02711D,27,27
37559D,27,27
粤B06829D,27,27
粤B34432D,27,27
03029D,27,27
粤B34468D,27,27
DT2473,27,27
01582D,27,27
08789D,27,27
03877D,27,27
00652D,27,27
08569D,27,27
DN4746,27,27
BW851,27,27
04931D,27,27
粤BBD499,27,27
CC141,27,27
CN655,27,27
01362D,27,27
粤B09655D,27,27
粤B44076D,27,27
05056D,27,27
粤B00488D,27,27
33842D,27,27
03138D,27,27
00621D,27,27
BW557,27,27
粤B01926D,27,27
05651D,27,26
粤B06866D,27,27
45237D,27,27
49931D,27,27
01150D,27,27
粤B02091D,27,27
粤BBD167,27,27
粤B08501D,27,27
粤B40358D,27,27
粤B38058D,27,27
30402D,27,27
CM055,27,27
07965D,27,27
04296D,27,27
S7427,27,27
粤B34645D,27,27
35996D,27,27
09579D,27,27
粤B03431D,27,27
粤B30365D,27,27
粤B06151D,27,25
45932D,27,27
BW765,27,27
07476D,27,27
04898D,27,27
09819D,27,27
粤B39945D,27,27
CN732,27,27
06987D,27,27
00353D,27,27
06070D,27,27
粤B39828D,27,27
37661D,27,27
00915D,27,27
05480D,27,27
06108D,27,27
45988D,27,27
03370D,27,27
02869D,27,27
06480D,27,27
38302D,27,27
DP417,27,27
04358D,27,27
粤B42183D,27,27
37102D,27,27
CK955,27,27
00262D,27,27
DS7142,27,27
35646D,27,27
45862D,27,27
04837D,27,27
01327D,27,27
粤BBA741,27,27
02821D,27,27
35616D,27,27
48821D,27,27
35667D,27,27
03476D,27,27
CB303,27,27
粤B30956D,27,27
粤B31580D,27,27
粤B41910D,27,25
粤B47982D,27,27
CN772,27,27
08429D,27,27
01180D,27,27
粤BBE472,27,27
46283D,27,27
粤B01439D,27,27
34573D,27,27
00086D,27,27
CC148,27,27
30327D,27,27
06252D,27,26
粤B02210D,27,27
粤B08933D,27,27
01995D,27,27
05590D,27,27
05886D,27,27
05217D,27,27
DN4759,27,27
03620D,27,27
46663D,27,27
粤B44023D,27,27
01669D,27,27
36046D,27,27
01351D,27,27
03360D,27,27
04542D,27,27
47713D,27,27
37777D,27,27
32213D,27,27
04428D,27,27
36721D,27,27
33850D,27,27
07092D,27,27
09610D,27,27
02352D,27,27
01302D,27,27
05656D,27,27
46637D,27,27
03221D,27,27
49717D,27,27
36356D,27,27
粤B31582D,27,27
33526D,27,27
46609D,27,27
粤B00602D,27,27
31168D,27,27
06970D,27,27
08810D,27,25
06776D,27,27
35208D,27,27
粤B09626D,27,27
粤B03525D,27,27
46819D,27,27
04462D,27,27
粤B00187D,27,27
08873D,27,27
粤B09169D,27,27
粤B08526D,27,27
04440D,27,27
粤B02372D,27,27
粤B08283D,27,24
05725D,27,27
CP959,27,27
CN690,27,27
08521D,27,27
34901D,27,27
CM025,27,27
04691D,27,27
49069D,27,27
粤B37047D,27,27
CN532,27,27
粤B05915D,27,27
06960D,27,27
00251D,27,27
08306D,27,27
粤B08457D,27,27
33583D,27,27
05912D,27,27
粤B03960D,27,27
粤B42146D,27,27
粤B01775D,27,27
45898D,27,27
粤BBA292,27,27
05137D,27,27
07340D,27,27
45933D,27,27
09929D,27,27
N6668,26,26
03472D,26,26
03669D,26,26
粤B30323D,26,26
33640D,26,26
粤BBE401,26,26
45852D,26,26
03367D,26,26
34183D,26,26
04578D,26,26
粤B04051D,26,26
08877D,26,26
T9436,26,26
46679D,26,26
06416D,26,26
07145D,26,26
03247D,26,24
38976D,26,26
02325D,26,26
07266D,26,26
08371D,26,25
03987D,26,26
粤B45726D,26,26
04703D,26,26
30417D,26,26
09816D,26,26
粤BBD120,26,26
49006D,26,26
02990D,26,26
04986D,26,26
01175D,26,26
32346D,26,26
BW452,26,26
31348D,26,26
粤B48689D,26,25
07643D,26,26
03191D,26,26
31728D,26,26
04302D,26,26
粤B04195D,26,26
31396D,26,26
04657D,26,26
06951D,26,26
粤B08535D,26,26
45848D,26,26
粤B00215D,26,26
30382D,26,26
粤B33976D,26,26
粤B02327D,26,25
粤BBE540,26,26
粤B08173D,26,26
粤B03991D,26,26
02715D,26,26
31389D,26,26
47706D,26,26
08192D,26,26
粤B09088D,26,26
40137D,26,26
01593D,26,26
09300D,26,26
粤B04701D,26,26
粤B06295D,26,26
39815D,26,24
08479D,26,25
粤BBA443,26,26
08125D,26,26
05931D,26,26
粤B33381D,26,26
30397D,26,26
39821D,26,26
粤B31960D,26,26
04290D,26,26
00216D,26,26
02375D,26,26
05877D,26,26
05730D,26,26
07176D,26,26
49511D,26,26
42067D,26,26
粤B39777D,26,26
粤B35391D,26,26
粤B35802D,26,26
00682D,26,24
45679D,26,26
07037D,26,26
粤B45701D,26,26
01371D,26,26
粤B30145D,26,26
05208D,26,26
03661D,26,26
41237D,26,26
48803D,26,26
07367D,26,26
04119D,26,26
37680D,26,26
粤B45633D,26,26
CJ751,26,26
07482D,26,26
01122D,26,26
粤B06077D,26,26
粤B38926D,26,26
粤B08927D,26,26
粤BBE247,26,26
粤B39380D,26,26
粤B49937D,26,26
02197D,26,26
47447D,26,26
粤B32563D,26,25
02673D,26,26
粤BBA159,26,26
07546D,26,26
粤B48213D,26,26
08039D,26,26
06590D,26,26
粤B09808D,26,26
07575D,26,26
粤B40505D,26,26
08673D,26,26
37689D,26,26
粤B09238D,26,26
00880D,26,26
02861D,26,26
粤B09310D,26,26
粤B35829D,26,26
03362D,26,26
粤B09662D,26,26
39417D,26,26
04282D,26,26
粤B00407D,26,26
39301D,26,26
02425D,26,26
04233D,26,26
08670D,26,25
46852D,26,26
DT0142,26,26
粤B47940D,26,26
粤B39375D,26,26
粤B04935D,26,26
30910D,26,26
45282D,26,26
03152D,26,26
09978D,26,26
07976D,26,26
05938D,26,26
DP442,26,26
粤BBA771,26,26
粤B49111D,26,26
CB312,26,26
07702D,26,25
37602D,26,26
08776D,26,26
粤B42657D,26,26
粤B30978D,26,26
33682D,26,26
41406D,26,26
粤B07967D,26,26
32620D,26,26
45986D,26,26
粤B34833D,26,26
粤B40590D,26,26
36781D,26,25
粤B02295D,26,26
CH739,26,26
07303D,26,26
02472D,26,26
00049D,26,26
07298D,26,26
09870D,26,26
05456D,26,26
06098D,26,26
33315D,26,26
粤B35368D,26,26
35621D,26,26
粤B01901D,26,26
04425D,26,26
04105D,26,26
36786D,26,26
06907D,26,26
05021D,26,26
粤B35356D,26,26
03792D,26,26
03840D,26,26
00686D,26,26
粤B30320D,26,26
05775D,26,26
08252D,26,26
粤B06453D,26,26
04907D,26,26
CC145,26,26
04345D,26,25
01576D,26,26
粤B00701D,26,26
粤BBA142,26,26
09405D,26,26
04253D,26,26
33542D,26,26
33693D,26,26
01660D,26,26
粤BBD601,26,26
02577D,26,26
05569D,26,26
33872D,26,26
49759D,26,26
06327D,26,26
粤B40367D,26,26
粤BU2638,26,26
T6140,26,26
36358D,26,26
粤B31710D,26,26
粤B30348D,26,26
粤B38456D,26,26
粤B38039D,26,26
粤BBA023,26,26
03765D,26,26
01722D,26,26
07868D,26,26
粤B09418D,26,25
粤B07007D,26,26
05091D,26,26
07467D,26,26
08395D,26,26
粤BT3347,26,26
U0447,26,26
粤B39197D,26,26
粤B07052D,26,26
08340D,26,26
02760D,26,26
粤B31339D,26,26
04089D,26,26
30412D,26,26
08982D,26,26
DL470,26,26
01690D,26,26
02635D,26,26
45956D,26,26
粤B39933D,26,26
粤B42645D,26,26
37709D,26,26
DT9241,26,26
32655D,26,26
CC441,26,26
BV446,26,26
粤B07705D,26,26
33825D,26,26
粤B33926D,26,26
05689D,26,25
41202D,26,26
粤B34372D,26,26
01240D,26,26
32375D,26,25
35647D,26,26
01633D,26,26
42633D,26,26
05013D,26,26
00510D,26,26
粤B06528D,26,26
CN757,26,26
02746D,26,26
08020D,26,26
43230D,26,26
粤B02317D,26,26
00331D,26,26
粤B04995D,26,26
03079D,26,26
02427D,26,26
05129D,26,26
39017D,26,26
07962D,26,26
03847D,26,26
03440D,26,26
DJ741,26,26
粤B31551D,26,26
45850D,26,26
46676D,26,26
38388D,26,26
CB395,26,26
粤B41458D,26,26
DT4547,26,26
粤B44078D,26,26
03978D,26,26
粤B30977D,26,26
32545D,26,26
35281D,26,25
09440D,26,26
BV407,26,26
08689D,26,26
47735D,26,26
31135D,26,26
粤B09665D,25,25
09771D,25,25
粤B04492D,25,25
09757D,25,25
08496D,25,25
46699D,25,25
06227D,25,25
粤B31811D,25,25
粤B00620D,25,25
粤B06865D,25,25
04748D,25,25
41240D,25,25
01197D,25,25
01242D,25,25
粤B45609D,25,25
粤B49195D,25,25
36326D,25,25
粤B32589D,25,25
粤B30351D,25,24
粤B39832D,25,25
粤B01767D,25,25
06746D,25,25
00227D,25,25
04360D,25,25
粤B32345D,25,25
39478D,25,25
02930D,25,25
粤B03737D,25,25
04759D,25,25
31773D,25,25
33897D,25,25
07630D,25,25
粤BAB915,25,25
46689D,25,25
35235D,25,25
00720D,25,25
粤B39147D,25,25
粤B02222D,25,24
03649D,25,25
33551D,25,25
粤B02202D,25,25
粤BBA619,25,25
45817D,25,25
09305D,25,25
08840D,25,25
粤B09608D,25,24
粤B35370D,25,25
45676D,25,25
粤B08643D,25,25
06198D,25,25
粤B06870D,25,25
05151D,25,25
粤B09097D,25,25
粤B32621D,25,25
粤B43255D,25,25
粤B31390D,25,25
37023D,25,25
36718D,25,25
BW745,25,25
粤B33517D,25,25
45943D,25,25
04451D,25,25
35625D,25,25
粤B03088D,25,25
粤B07051D,25,25
32680D,25,25
粤B00625D,25,25
CC143,25,25
08861D,25,25
47741D,25,25
00841D,25,25
01847D,25,25
08311D,25,23
02782D,25,25
02589D,25,25
DT9343,25,25
47711D,25,25
06498D,25,25
粤B34508D,25,25
粤B09852D,25,25
粤B00645D,25,25
48259D,25,25
49571D,25,25
CK240,25,25
48856D,25,25
05673D,25,24
05451D,25,25
07236D,25,25
05962D,25,25
00885D,25,25
31946D,25,25
粤B05811D,25,24
01858D,25,25
03887D,25,25
02309D,25,25
01600D,25,25
08781D,25,25
粤B37038D,25,25
00589D,25,25
09458D,25,25
DT2410,25,25
08892D,25,25
粤B47989D,25,25
30989D,25,25
45948D,25,25
33620D,25,25
粤B03021D,25,25
47460D,25,25
46226D,25,25
粤B03550D,25,24
粤B31141D,25,25
粤B04562D,25,25
CM061,25,25
粤B05290D,25,25
粤B39176D,25,25
05302D,25,25
39315D,25,25
粤BBA656,25,25
36381D,25,25
45839D,25,25
05449D,25,25
01748D,25,25
01875D,25,25
粤B41447D,25,25
01322D,25,25
05429D,25,25
38897D,25,25
38953D,25,25
48850D,25,25
05537D,25,24
31343D,25,25
01193D,25,25
粤B09738D,25,25
39011D,25,25
06338D,25,25
02405D,25,25
粤B42167D,25,24
37146D,25,25
粤B33955D,25,25
46921D,25,25
粤B34368D,25,25
04729D,25,25
粤B39377D,25,25
粤B30399D,25,25
41689D,25,25
02159D,25,25
01099D,25,25
37653D,25,25
06587D,25,25
粤B07641D,25,25
03308D,25,25
双AGM12-13,25,25
45006D,25,25
07240D,25,25
02948D,25,24
47425D,25,25
08821D,25,25
DP452,25,25
37637D,25,25
粤B38002D,25,25
DL741,25,25
粤B34603D,25,25
03931D,25,25
39356D,25,25
00829D,25,25
01389D,25,25
CJ775,25,25
粤B48698D,25,25
粤B38080D,25,25
04338D,25,25
06940D,25,25
39729D,25,25
04990D,25,25
07560D,25,25
07252D,25,25
U0387,25,25
41248D,25,25
45812D,25,25
02186D,25,25
粤B00211D,25,25
04065D,25,25
04533D,25,25
37771D,25,25
CM040,25,25
粤B06339D,25,25
35650D,25,25
05065D,25,25
粤B32625D,25,25
02107D,25,25
02138D,25,25
粤B06109D,25,25
30917D,25,25
02250D,25,25
08787D,25,24
35263D,25,25
N6672,25,25
00591D,25,25
粤B03596D,25,25
00971D,25,25
03528D,25,25
01966D,25,25
02986D,25,25
粤B04717D,25,25
04449D,25,25
03087D,25,25
31771D,25,24
00390D,25,25
粤B03253D,25,25
32220D,25,25
01753D,25,25
粤B09606D,25,25
37750D,25,25
CM060,25,25
粤B09622D,25,25
粤B09982D,25,25
粤BBD483,25,25
08409D,25,25
粤B33922D,25,25
粤B49999D,25,25
粤B33840D,25,25
37111D,25,25
粤B02245D,25,25
31313D,25,25
粤B05247D,25,25
07478D,25,25
46975D,25,25
粤B45706D,25,25
05446D,25,25
07585D,25,25
44051D,25,25
粤B31792D,25,25
49048D,25,25
01066D,25,24
08103D,25,25
43205D,25,25
09605D,25,25
38296D,25,24
09388D,25,25
47758D,25,25
01293D,25,25
34389D,25,25
粤BBB975,25,25
04102D,25,25
粤B08257D,25,25
粤B31808D,25,25
粤B45073D,25,25
粤BBA799,25,25
DP451,25,25
粤B09390D,25,25
粤B02321D,25,25
03271D,25,25
48271D,25,25
04180D,25,25
粤B31371D,25,25
01737D,25,25
DM417,25,25
45896D,25,25
46236D,25,25
粤B01772D,25,25
45186D,25,25
07856D,25,25
07379D,25,25
粤B35365D,25,25
粤B09763D,25,25
09068D,25,25
03076D,25,25
36009D,25,25
DJ471,25,25
T9717,25,25
39768D,25,25
07278D,25,25
粤B32353D,25,25
03835D,25,24
00732D,25,25
49728D,25,25
粤B31315D,25,25
04858D,25,25
粤B04653D,25,25
S0471,25,25
35265D,25,25
32312D,25,25
T9849,25,25
07226D,25,25
40517D,25,25
CH897,25,25
CM085,25,25
09090D,25,25
粤B39809D,25,25
粤BZ7490,25,25
粤B34373D,25,25
粤B39156D,25,25
CM117,25,25
粤B47933D,25,25
06536D,25,25
00585D,25,25
01021D,25,25
05985D,25,25
07202D,25,25
N6057,25,25
03089D,25,25
粤B40572D,25,25
42699D,25,25
粤B33320D,24,23
粤B49795D,24,24
粤B09083D,24,22
粤B34547D,24,24
31150D,24,24
粤B40525D,24,24
04438D,24,24
粤B39103D,24,24
04046D,24,24
粤B31735D,24,24
02331D,24,23
07297D,24,24
01380D,24,24
02055D,24,24
01309D,24,24
02429D,24,24
06119D,24,24
CM028,24,24
BV047,24,24
粤B37022D,24,24
09731D,24,24
09810D,24,24
00429D,24,24
36073D,24,24
47411D,24,24
06988D,24,24
粤B00443D,24,24
06849D,24,24
40408D,24,24
04650D,24,24
粤B31876D,24,24
粤BBA663,24,24
49770D,24,24
03722D,24,24
06067D,24,24
05977D,24,22
粤B35311D,24,24
33592D,24,24
粤B31117D,24,24
04589D,24,24
N6043,24,24
DT4727,24,24
粤B09775D,24,24
48840D,24,24
03803D,24,24
05138D,24,24
09586D,24,24
37675D,24,24
04127D,24,24
粤B48640D,24,24
粤B07893D,24,24
39782D,24,24
粤B04017D,24,24
粤B06282D,24,24
39797D,24,24
48610D,24,24
CM095,24,24
05445D,24,24
49063D,24,24
粤B07285D,24,23
CB308,24,24
粤B07108D,24,24
46960D,24,24
07232D,24,24
34481D,24,24
CN585,24,24
08707D,24,24
粤B45719D,24,24
02675D,24,24
00351D,24,24
粤B34121D,24,24
46239D,24,24
粤BW7132,24,24
02887D,24,24
03291D,24,24
04588D,24,24
粤B42637D,24,24
00581D,24,24
粤BW8278,24,24
34505D,24,24
09562D,24,24
粤B02360D,24,24
06243D,24,24
41956D,24,24
04713D,24,22
粤B06518D,24,24
CN570,24,24
粤B38285D,24,24
34455D,24,24
04261D,24,24
38070D,24,24
CM093,24,24
46871D,24,24
00491D,24,24
U0370,24,24
粤B36329D,24,24
04622D,24,24
45845D,24,24
T9756,24,24
07745D,24,24
07469D,24,24
46843D,24,24
00991D,24,24
06199D,24,24
DS1747,24,24
BW475,24,24
37762D,24,23
04377D,24,24
粤B01443D,24,24
08135D,24,24
粤B04981D,24,24
01039D,24,24
07276D,24,23
CM135,24,23
DT7147,24,24
粤B48685D,24,24
粤B30900D,24,24
粤B09661D,24,24
06550D,24,24
粤B07342D,24,24
08477D,24,24
35227D,24,24
T9661,24,24
粤B03129D,24,24
粤B45717D,24,24
09205D,24,24
36736D,24,24
粤B45292D,24,24
粤B41418D,24,24
CN738,24,24
07167D,24,24
05258D,24,24
04183D,24,24
31911D,24,24
粤BBA795,24,24
02039D,24,24
38280D,24,24
47491D,24,24
粤B38826D,24,24
粤B47752D,24,24
01878D,24,24
粤B32217D,24,24
粤BBA118,24,24
08771D,24,24
31863D,24,24
37753D,24,24
06408D,24,24
粤B30993D,24,24
DP430,24,24
02152D,24,24
粤B30126D,24,24
粤B48236D,24,24
粤B33372D,24,24
09465D,24,24
01373D,24,24
粤B00445D,24,24
05350D,24,24
04571D,24,24
粤B34441D,24,24
03780D,24,24
粤BBA239,24,24
粤B01296D,24,24
08325D,24,24
09522D,24,24
04962D,24,24
BW897,24,24
09295D,24,24
01425D,24,24
03870D,24,24
粤B02421D,24,24
粤B07131D,24,24
粤B08517D,24,24
37780D,24,24
BW317,24,24
粤B30310D,24,24
01481D,24,24
48279D,24,24
CC087,24,24
41288D,24,24
粤B08458D,24,24
39773D,24,24
粤B06986D,24,24
02447D,24,24
粤B03155D,24,24
08271D,24,24
粤B04908D,24,24
48811D,24,24
00837D,24,24
34309D,24,24
CK162,24,24
01636D,24,24
03687D,24,24
00047D,24,24
39891D,24,24
08610D,24,24
02407D,24,24
粤BBD088,24,24
01157D,24,24
粤B32296D,24,24
粤B03681D,24,23
02205D,24,24
粤B38385D,24,24
粤B09472D,24,24
06171D,24,24
06983D,24,24
CM076,24,24
02870D,24,24
04139D,24,24
粤BBB647,24,24
45971D,24,24
00070D,24,24
粤B35878D,24,24
08652D,24,24
04066D,24,24
粤B32282D,24,24
02271D,24,24
05321D,24,24
粤BBA380,24,24
45728D,24,24
31897D,24,23
粤BBA603,24,24
BW492,24,24
41680D,24,24
04632D,24,24
粤B00948D,24,24
BS407,24,24
46675D,24,24
粤B34666D,24,24
05519D,24,24
33653D,24,24
粤B01558D,24,24
46658D,24,24
34832D,24,24
粤B36278D,24,24
粤B00115D,24,24
06153D,24,24
粤B04458D,24,24
粤B34185D,24,24
04276D,24,24
04507D,24,24
48866D,24,24
粤B34411D,24,24
06521D,24,24
U0023,24,24
04769D,24,24
CN770,24,24
粤B01941D,24,24
粤B09921D,24,24
粤B38378D,24,24
03652D,24,24
粤B09298D,24,24
粤B03798D,24,24
粤BN7043,24,24
CB366,24,24
U0546,24,24
01776D,24,24
02371D,24,23
粤B09361D,24,24
00601D,24,24
34320D,24,24
38038D,24,24
05425D,24,24
粤B03936D,24,24
05837D,24,24
02147D,24,24
05157D,23,23
02453D,23,23
01876D,23,23
CN712,23,23
07426D,23,23
CH732,23,23
01397D,23,23
02890D,23,23
粤B07217D,23,23
