device_id,usage_count,unique_users
03741D,57,57
09851D,57,57
49582D,57,57
IGT-107,57,57
粤B09788D,57,57
40535D,57,57
02190D,57,56
粤BBE555,57,57
05238D,57,57
06941D,57,57
07191D,56,56
粤B07753D,56,56
45969D,56,56
06753D,56,55
粤B08799D,56,56
07683D,56,56
CC083,56,56
09848D,56,56
04369D,56,56
06490D,56,56
46625D,56,56
36386D,56,56
48838D,56,56
45691D,56,56
粤B39396D,56,56
04007D,56,56
粤B32529D,56,56
粤B09673D,56,56
粤B42127D,56,56
46256D,56,56
05509D,56,55
41153D,56,56
45685D,56,56
粤BBD496,56,56
01493D,56,56
03543D,56,56
粤B09756D,56,56
03582D,56,56
37798D,56,56
粤B39180D,56,55
08239D,56,56
09413D,56,56
33502D,56,56
06561D,56,56
粤B03822D,56,56
09475D,56,56
粤B06685D,56,56
06922D,56,56
CN645,56,56
粤B07118D,56,56
09165D,56,55
粤B38288D,56,56
47937D,56,56
01543D,56,56
30346D,56,56
45159D,56,56
38495D,56,56
04356D,56,55
41639D,56,56
CH760,56,56
01396D,56,54
粤B49902D,56,56
粤B07235D,56,56
36573D,56,56
粤B09269D,56,56
粤B36565D,56,56
05701D,56,56
30332D,56,56
09329D,56,56
49943D,56,56
07932D,56,56
03248D,56,55
05961D,56,56
粤B30943D,56,56
粤B44039D,56,56
06872D,56,56
03790D,56,56
粤BW7752,56,56
03889D,56,56
粤B38263D,56,56
38027D,56,56
07210D,56,56
07200D,56,56
00511D,56,56
45806D,56,55
36583D,56,55
00471D,56,56
粤B39867D,56,56
粤BT9242,56,56
31927D,56,56
粤B07175D,56,56
36728D,56,56
07828D,56,56
02905D,56,56
03811D,56,56
32341D,56,56
36771D,56,56
粤BBA193,56,56
U0432,56,56
粤B05389D,56,55
粤B30995D,56,56
粤B48823D,56,56
08341D,56,56
45826D,56,56
02166D,56,56
04472D,56,56
粤B06851D,56,56
04198D,56,56
03940D,56,56
04827D,56,56
粤BBD166,56,56
03456D,56,56
粤B04478D,56,56
08158D,56,56
粤B34807D,56,55
31983D,56,55
08161D,55,55
粤B38035D,55,55
01892D,55,55
粤B31501D,55,55
06460D,55,55
粤B08012D,55,55
粤BAB675,55,55
49753D,55,55
DT9478,55,55
37148D,55,55
09751D,55,55
CH272,55,55
CC078,55,55
41283D,55,55
48293D,55,55
CC348,55,55
01718D,55,55
41165D,55,55
粤B00949D,55,55
33528D,55,55
粤BU1923,55,55
DT9433,55,55
CC119,55,55
CC020,55,55
46615D,55,55
DN6803,55,55
45639D,55,55
03421D,55,55
05866D,55,55
粤BT9446,55,55
01649D,55,55
粤B38266D,55,55
09571D,55,55
01689D,55,55
48209D,55,55
07895D,55,55
31908D,55,54
06777D,55,55
31368D,55,54
04328D,55,55
08156D,55,52
00852D,55,54
粤B38242D,55,55
CA743,55,55
00956D,55,55
粤BBA185,55,55
粤B01408D,55,55
粤BU2822,55,55
粤B05978D,55,55
37793D,55,55
粤B48638D,55,55
03452D,55,55
CA706,55,55
46831D,55,55
07738D,55,55
00543D,55,55
09965D,55,55
05548D,55,55
08680D,55,55
04789D,55,55
08159D,55,55
05585D,55,54
05348D,55,55
00106D,55,55
30407D,55,55
粤B36251D,55,55
粤BBA091,55,55
粤B04876D,55,55
06552D,55,55
粤B34100D,55,55
粤BBE543,55,55
粤B40568D,55,54
35273D,55,55
粤B45176D,55,55
02133D,55,55
37749D,55,55
粤BBE547,55,55
38498D,55,54
07201D,55,55
01889D,55,55
粤B45135D,55,55
00398D,55,55
粤B35916D,55,55
粤B39136D,55,55
T4407,55,55
07811D,55,55
02077D,55,55
粤B09113D,55,55
07083D,55,55
粤B09885D,55,55
粤B06825D,55,55
46678D,55,53
45693D,55,55
02507D,55,55
34380D,55,55
34310D,55,54
04196D,55,55
粤B38331D,55,54
粤B06291D,55,55
00037D,55,55
CN560,55,55
06921D,55,55
08349D,55,55
08930D,55,55
粤B00903D,55,55
粤B31796D,55,55
03379D,55,55
粤B04417D,55,55
38299D,55,55
03030D,55,55
00980D,54,54
00080D,54,54
粤B37585D,54,54
05481D,54,54
CC416,54,54
07385D,54,54
AGM-146,54,54
00675D,54,54
粤BBA201,54,54
38347D,54,54
粤BBA170,54,54
CB332,54,54
01703D,54,53
粤B39801D,54,54
05213D,54,54
粤B32699D,54,54
05433D,54,51
06079D,54,53
BS503,54,54
31361D,54,54
粤B44041D,54,53
06759D,54,54
粤B49092D,54,54
30410D,54,54
粤B06467D,54,54
T4257,54,52
04280D,54,54
BV242,54,53
08289D,54,54
41116D,54,52
粤B06891D,54,54
粤B05069D,54,54
08835D,54,54
粤B31865D,54,54
粤B37671D,54,53
09697D,54,54
36582D,54,54
粤B39363D,54,54
粤B01937D,54,54
粤B09811D,54,54
粤B03130D,54,53
09108D,54,54
粤B05298D,54,54
粤B03115D,54,54
粤B37018D,54,54
粤B01239D,54,53
31393D,54,54
42082D,54,54
46818D,54,54
46911D,54,54
39307D,54,54
粤BT9948,54,54
34059D,54,54
粤B34678D,54,54
粤B38911D,54,54
41168D,54,54
00977D,54,54
07541D,54,52
30945D,54,54
CB387,54,54
粤BT7421,54,54
07635D,54,54
CN640,54,54
34033D,54,54
39740D,54,54
39337D,54,54
CC101,54,54
02895D,54,53
03791D,54,54
DR7140,54,54
01338D,54,54
06647D,54,54
粤BBD177,54,54
39967D,54,54
粤B35383D,54,54
粤B01169D,54,54
08895D,54,53
07578D,54,54
粤BBA583,54,54
粤B39351D,54,54
粤BAZ793,54,52
47463D,54,54
49515D,54,51
01026D,54,54
01607D,54,54
粤B02588D,54,54
粤BBE672,54,54
粤B35880D,54,54
粤BBA511,54,53
01106D,54,54
01602D,54,54
06120D,54,54
BW705,54,54
07209D,54,54
05226D,54,54
粤B09765D,54,54
粤B39866D,54,54
粤BU1262,54,54
粤B38340D,54,54
粤B07633D,54,54
07322D,54,54
04450D,54,54
粤B02581D,53,53
48887D,53,53
粤B36233D,53,52
粤B09707D,53,53
CN540,53,53
粤B49995D,53,53
09041D,53,53
粤BS3742,53,53
48843D,53,53
47457D,53,53
粤B35379D,53,53
粤BBA039,53,53
02512D,53,53
36759D,53,53
粤B35363D,53,53
42619D,53,53
粤B49976D,53,53
04270D,53,50
粤BU2230,53,53
粤B31507D,53,53
33382D,53,53
07813D,53,53
32622D,53,53
02716D,53,53
粤BJ9566,53,53
00247D,53,53
45008D,53,53
BS579,53,53
46980D,53,53
37502D,53,53
粤B04679D,53,52
34450D,53,53
CC237,53,53
31838D,53,53
粤B38228D,53,53
粤B46993D,53,53
04857D,53,52
BV946,53,52
粤BBB952,53,53
04780D,53,53
粤B39710D,53,53
BS483,53,53
CN737,53,53
粤B05035D,53,53
35669D,53,53
04147D,53,53
粤B48878D,53,53
07966D,53,52
02047D,53,53
04132D,53,53
BW743,53,53
02873D,53,53
粤BBA073,53,53
粤B34851D,53,52
CM078,53,53
粤B37615D,53,53
35639D,53,53
T9466,53,53
粤B45170D,53,53
07986D,53,52
粤B41415D,53,53
粤B47950D,53,53
35299D,53,53
粤B01529D,53,53
08149D,53,53
06427D,53,53
01471D,53,53
粤B09715D,53,53
07883D,53,53
41440D,53,53
45886D,53,53
03495D,53,53
粤B05022D,53,52
00068D,53,53
02486D,53,53
粤BBE396,53,53
00966D,53,53
06063D,53,53
粤B34395D,53,53
粤B36566D,53,53
05202D,53,51
粤BU0337,53,53
粤B31841D,53,53
04018D,53,53
03067D,53,53
07521D,53,53
粤B38868D,53,53
CN816,53,53
46892D,53,53
粤B00848D,53,53
粤B06415D,53,53
32313D,53,53
粤B30902D,53,53
38485D,53,53
粤B08453D,53,51
DT9605,53,53
粤B02408D,53,53
DT8762,53,53
02792D,53,53
35800D,53,53
DN5416,53,53
粤B02662D,53,53
05285D,53,53
粤B09850D,53,53
33538D,53,53
01173D,53,53
33522D,53,53
04516D,53,53
45922D,53,53
08465D,53,53
DT9487,53,53
粤B05079D,53,53
08550D,53,53
04382D,52,52
32218D,52,51
36796D,52,52
粤B07269D,52,52
粤B07790D,52,46
09701D,52,52
粤B36399D,52,52
CC048,52,52
39709D,52,52
粤B40502D,52,52
粤B09058D,52,52
03055D,52,52
04028D,52,52
03810D,52,51
48291D,52,51
45163D,52,52
粤B01468D,52,52
粤B03408D,52,52
粤BW3057,52,52
CH790,52,52
粤B47912D,52,52
粤B38468D,52,52
粤B40352D,52,52
粤B34090D,52,52
47702D,52,52
04778D,52,51
01629D,52,52
粤BBA609,52,52
04777D,52,52
39748D,52,52
CA703,52,52
01130D,52,52
DP4047,52,51
37707D,52,52
37561D,52,52
粤B39900D,52,52
41968D,52,52
37752D,52,52
00779D,52,52
02143D,52,52
粤B04645D,52,52
AGM-135,52,52
02835D,52,52
CN703,52,52
05632D,52,52
06545D,52,52
DT9540,52,52
粤B34376D,52,52
CC117,52,52
09325D,52,52
01766D,52,52
40400D,52,52
粤BW1461,52,52
粤BU0573,52,52
04039D,52,52
08946D,52,52
04301D,52,52
粤B05052D,52,52
08138D,52,52
CC325,52,52
06025D,52,52
粤B39906D,52,52
04379D,52,52
粤B00723D,52,52
03513D,52,52
粤B01235D,52,52
07995D,52,52
00706D,52,52
32230D,52,52
00577D,52,52
粤B30922D,52,52
粤B49918D,52,52
08775D,52,52
01112D,52,52
07791D,52,52
02337D,52,52
08035D,52,52
07053D,52,52
粤B00210D,52,52
39958D,52,52
45895D,52,52
05825D,52,52
45670D,52,52
04011D,52,52
BW322,52,52
粤B07147D,52,52
35223D,52,51
46896D,52,52
粤BBE398,52,52
37693D,52,51
粤B31333D,52,52
粤B38923D,52,52
07809D,52,52
02790D,52,52
粤BAB591,52,52
31731D,52,52
45088D,52,52
粤BBA153,52,52
BW647,52,51
粤B03932D,52,52
48290D,52,52
04329D,52,52
03039D,52,52
08491D,52,52
06920D,52,52
07301D,52,52
06902D,52,52
粤B05162D,52,52
09387D,52,52
45917D,52,52
粤BBE142,52,51
粤B05849D,52,52
BS577,52,52
00378D,52,51
